Sex,MouseID,Day,Hour,AvgActivity
Female,f2,20,3,70.06666666666666
Female,f2,20,4,65.78333333333333
Female,f2,20,5,66.58333333333333
Female,f2,20,6,67.16666666666667
Female,f2,20,7,57.15
Female,f2,20,8,4.216666666666667
Female,f2,20,9,60.9
Female,f2,20,10,18.1
Female,f2,20,11,19.416666666666668
Female,f2,20,12,11.85
Female,f2,20,13,1.95
Female,f2,20,14,34.53333333333333
Female,f2,20,15,3.55
Female,f2,20,16,2.7666666666666666
Female,f2,20,17,1.5833333333333333
Female,f2,20,18,10.366666666666667
Female,f2,20,19,1.8666666666666667
Female,f2,20,20,2.7
Female,f2,20,21,28.55
Female,f2,20,22,11.716666666666667
Female,f2,20,23,23.65
Female,f2,21,0,44.31666666666667
Female,f2,21,1,43.43333333333333
Female,f2,21,2,43.78333333333333
Female,f2,21,3,49.31666666666667
Female,f2,21,4,41.733333333333334
Female,f2,21,5,45.11666666666667
Female,f2,21,6,2.3666666666666667
Female,f2,21,7,3.0
Female,f2,21,8,25.2
Female,f2,21,9,19.0
Female,f2,21,10,1.3
Female,f2,21,11,13.5
Female,f2,21,12,1.5
Female,f2,21,13,20.366666666666667
Female,f2,21,14,7.233333333333333
Female,f2,21,15,21.55
Female,f2,21,16,25.45
Female,f2,21,17,3.25
Female,f2,21,18,54.583333333333336
Female,f2,21,19,59.65
Female,f2,21,20,54.11666666666667
Female,f2,21,21,47.05
Female,f2,21,22,16.0
Female,f2,21,23,0.8833333333333333
Female,f2,22,0,32.56666666666667
Female,f2,22,1,46.85
Female,f2,22,2,53.48527564667166
Female,f2,22,3,73.57249360668166
Female,f2,22,4,66.83527564667166
Female,f2,22,5,57.75
Female,f2,22,6,55.03333333333333
Female,f2,22,7,40.4
Female,f2,22,8,1.2
Female,f2,22,9,2.25
Female,f2,22,10,13.183333333333334
Female,f2,22,11,2.4833333333333334
Female,f2,22,12,12.45
Female,f2,22,13,3.033333333333333
Female,f2,22,14,3.433333333333333
Female,f2,22,15,14.333333333333334
Female,f2,22,16,38.86666666666667
Female,f2,22,17,5.533333333333333
Female,f2,22,18,1.2166666666666666
Female,f2,22,19,3.816666666666667
Female,f2,22,20,6.65
Female,f2,22,21,33.733333333333334
Female,f2,22,22,18.616666666666667
Female,f2,22,23,1.9666666666666666
Female,f2,23,0,34.28333333333333
Female,f2,23,1,53.13333333333333
Female,f2,23,2,55.01860898000499
Female,f2,23,3,65.41666666666667
Female,f2,23,4,48.0
Female,f2,23,5,47.6
Female,f2,23,6,45.666666666666664
Female,f2,23,7,55.28333333333333
Female,f2,23,8,58.833333333333336
Female,f2,23,9,60.65
Female,f2,23,10,34.38333333333333
Female,f2,23,11,1.85
Female,f2,23,12,9.433333333333334
Female,f2,23,13,56.03333333333333
Female,f2,23,14,14.683333333333334
Female,f2,23,15,0.0
Female,f2,23,16,2.533333333333333
Female,f2,23,17,4.583333333333333
Female,f2,23,18,8.65
Female,f2,23,19,1.6666666666666667
Female,f2,23,20,1.0
Female,f2,23,21,8.55
Female,f2,23,22,17.466666666666665
Female,f2,23,23,44.81666666666667
Female,f2,24,0,39.48527564667166
Female,f2,24,1,48.233333333333334
Female,f2,24,2,50.25
Female,f2,24,3,48.55
Female,f2,24,4,39.95
Female,f2,24,5,47.2
Female,f2,24,6,55.45
Female,f2,24,7,63.95194231333833
Female,f2,24,8,59.266666666666666
Female,f2,24,9,62.93916027334832
Female,f2,24,10,49.43527564667166
Female,f2,24,11,1.7833333333333334
Female,f2,24,12,26.883333333333333
Female,f2,24,13,14.866666666666667
Female,f2,24,14,4.066666666666666
Female,f2,24,15,39.86666666666667
Female,f2,24,16,36.38333333333333
Female,f2,24,17,1.0666666666666667
Female,f2,24,18,1.7833333333333334
Female,f2,24,19,1.0333333333333334
Female,f2,24,20,2.05
Female,f2,24,21,21.516666666666666
Female,f2,24,22,2.5166666666666666
Female,f2,24,23,30.233333333333334
Female,f2,25,0,40.75
Female,f2,25,1,47.28333333333333
Female,f2,25,2,48.583333333333336
Female,f2,25,3,51.88333333333333
Female,f2,25,4,47.43527564667166
Female,f2,25,5,51.03333333333333
Female,f2,25,6,44.20388462667666
Female,f2,25,7,46.8
Female,f2,25,8,51.43527564667166
Female,f2,25,9,2.033333333333333
Female,f2,25,10,1.7333333333333334
Female,f2,25,11,29.083333333333332
Female,f2,25,12,1.8166666666666667
Female,f2,25,13,6.583333333333333
Female,f2,25,14,2.6666666666666665
Female,f2,25,15,24.716666666666665
Female,f2,25,16,38.3
Female,f2,25,17,15.433333333333334
Female,f2,25,18,2.283333333333333
Female,f2,25,19,1.0833333333333333
Female,f2,25,20,4.216666666666667
Female,f2,25,21,13.566666666666666
Female,f2,25,22,2.8333333333333335
Female,f2,25,23,34.75
Female,f2,26,0,52.13333333333333
Female,f2,26,1,61.52443592001999
Female,f2,26,2,57.72249360668165
Female,f2,26,3,59.60388462667666
Female,f2,26,4,62.86860898000499
Female,f2,26,5,43.45
Female,f2,26,6,47.016666666666666
Female,f2,26,7,3.433333333333333
Female,f2,26,8,4.65
Female,f2,26,9,28.483333333333334
Female,f2,26,10,0.4
Female,f2,26,11,18.983333333333334
Female,f2,26,12,2.2
Female,f2,26,13,1.7666666666666666
Female,f2,26,14,44.083333333333336
Female,f2,26,15,7.116666666666666
Female,f2,26,16,1.0833333333333333
Female,f2,26,17,4.416666666666667
Female,f2,26,18,25.0
Female,f2,26,19,2.9166666666666665
Female,f2,26,20,3.2333333333333334
Female,f2,26,21,6.3
Female,f2,26,22,6.333333333333333
Female,f2,26,23,54.15971156669165
Female,f2,27,0,60.166666666666664
Female,f2,27,1,52.13527564667166
Female,f2,27,2,60.751942313338326
Female,f2,27,3,70.64498721336331
Female,f2,27,4,52.10194231333833
Female,f2,27,5,43.068608980004996
Female,f2,27,6,41.583333333333336
Female,f2,27,7,1.6833333333333333
Female,f2,27,8,2.45
Female,f2,27,9,20.383333333333333
Female,f2,27,10,3.55
Female,f2,27,11,13.216666666666667
Female,f2,27,12,3.55
Female,f2,27,13,2.3333333333333335
Female,f2,27,14,11.55
Female,f2,27,15,9.3
Female,f2,27,16,2.033333333333333
Female,f2,27,17,3.2333333333333334
Female,f2,27,18,40.96666666666667
Female,f2,27,19,68.0
Female,f2,27,20,42.266666666666666
Female,f2,27,21,1.5666666666666667
Female,f2,27,22,3.7333333333333334
Female,f2,27,23,42.083333333333336
Female,f2,28,0,42.468608980004994
Female,f2,28,1,41.95
Female,f2,28,2,39.333333333333336
Female,f2,28,3,48.30194231333833
Female,f2,28,4,40.46666666666667
Female,f2,28,5,37.233333333333334
Female,f2,28,6,37.733333333333334
Female,f2,28,7,23.05
Female,f2,28,8,5.616666666666666
Female,f2,28,9,30.666666666666668
Female,f2,28,10,14.083333333333334
Female,f2,28,11,4.216666666666667
Female,f2,28,12,15.733333333333333
Female,f2,28,13,5.833333333333333
Female,f2,28,14,3.216666666666667
Female,f2,28,15,4.633333333333334
Female,f2,28,16,55.35
Female,f2,28,17,53.63721796001
Female,f2,28,18,2.5
Female,f2,28,19,1.35
Female,f2,28,20,2.1666666666666665
Female,f2,28,21,30.05
Female,f2,28,22,3.6333333333333333
Female,f2,28,23,38.35
Female,f3,29,0,8.116666666666667
Female,f3,29,1,11.533333333333333
Female,f3,29,2,33.2
Female,f3,29,3,30.983333333333334
Female,f3,29,4,19.083333333333332
Female,f3,29,5,12.75
Female,f3,29,6,1.65
Female,f3,29,7,3.033333333333333
Female,f3,29,8,23.683333333333334
Female,f3,29,9,4.983333333333333
Female,f3,29,10,1.45
Female,f3,29,11,9.133333333333333
Female,f3,29,12,3.65
Female,f3,29,13,32.2
Female,f3,29,14,17.8
Female,f3,29,15,23.259114382652076
Female,f3,29,16,27.466666666666665
Female,f3,29,17,2.5833333333333335
Female,f3,29,18,16.359114382652077
Female,f3,29,19,1.7666666666666666
Female,f3,29,20,14.433333333333334
Female,f3,29,21,1.2333333333333334
Female,f3,29,22,12.083333333333334
Female,f3,29,23,5.683333333333334
Female,f3,30,0,37.75
Female,f3,30,1,35.90911438265208
Female,f3,30,2,36.41822876530416
Female,f3,30,3,33.63333333333333
Female,f3,30,4,38.80156209863749
Female,f3,30,5,37.71666666666667
Female,f3,30,6,35.36666666666667
Female,f3,30,7,32.08489543197082
Female,f3,30,8,33.81666666666667
Female,f3,30,9,19.116666666666667
Female,f3,30,10,4.683333333333334
Female,f3,30,11,8.666666666666666
Female,f3,30,12,10.166666666666666
Female,f3,30,13,20.383333333333333
Female,f3,30,14,20.133333333333333
Female,f3,30,15,19.009114382652076
Female,f3,30,16,2.65
Female,f3,30,17,13.9
Female,f3,30,18,1.0666666666666667
Female,f3,30,19,2.966666666666667
Female,f3,30,20,2.3666666666666667
Female,f3,30,21,7.083333333333333
Female,f3,30,22,12.1
Female,f3,30,23,19.833333333333332
Female,f3,31,0,37.19244771598541
Female,f3,31,1,11.033333333333333
Female,f3,31,2,33.233333333333334
Female,f3,31,3,33.35911438265207
Female,f3,31,4,34.6
Female,f3,31,5,22.533333333333335
Female,f3,31,6,4.65
Female,f3,31,7,5.416666666666667
Female,f3,31,8,22.583333333333332
Female,f3,31,9,33.38333333333333
Female,f3,31,10,14.333333333333334
Female,f3,31,11,15.816666666666666
Female,f3,31,12,3.066666666666667
Female,f3,31,13,13.0
Female,f3,31,14,30.8
Female,f3,31,15,3.9833333333333334
Female,f3,31,16,3.55
Female,f3,31,17,26.483333333333334
Female,f3,31,18,2.4166666666666665
Female,f3,31,19,2.95
Female,f3,31,20,1.5
Female,f3,31,21,4.716666666666667
Female,f3,31,22,16.8
Female,f3,31,23,7.083333333333333
Female,f3,32,0,40.13333333333333
Female,f3,32,1,22.45
Female,f3,32,2,27.560676481289565
Female,f3,32,3,28.25
Female,f3,32,4,25.533333333333335
Female,f3,32,5,29.716666666666665
Female,f3,32,6,19.45
Female,f3,32,7,22.683333333333334
Female,f3,32,8,12.183333333333334
Female,f3,32,9,9.283333333333333
Female,f3,32,10,9.583333333333334
Female,f3,32,11,2.183333333333333
Female,f3,32,12,9.083333333333334
Female,f3,32,13,16.066666666666666
Female,f3,32,14,7.416666666666667
Female,f3,32,15,26.016666666666666
Female,f3,32,16,20.25
Female,f3,32,17,3.65
Female,f3,32,18,2.2
Female,f3,32,19,14.616666666666667
Female,f3,32,20,2.216666666666667
Female,f3,32,21,1.7666666666666666
Female,f3,32,22,10.0
Female,f3,32,23,5.1
Female,f3,33,0,31.733333333333334
Female,f3,33,1,9.733333333333333
Female,f3,33,2,46.43489543197082
Female,f3,33,3,35.25
Female,f3,33,4,32.71666666666667
Female,f3,33,5,28.766666666666666
Female,f3,33,6,30.916666666666668
Female,f3,33,7,24.966666666666665
Female,f3,33,8,3.45
Female,f3,33,9,15.95
Female,f3,33,10,0.7
Female,f3,33,11,4.333333333333333
Female,f3,33,12,14.54244771598541
Female,f3,33,13,9.683333333333334
Female,f3,33,14,15.383333333333333
Female,f3,33,15,29.475781049318744
Female,f3,33,16,26.4
Female,f3,33,17,1.6166666666666667
Female,f3,33,18,4.6
Female,f3,33,19,40.59244771598541
Female,f3,33,20,45.20156209863749
Female,f3,33,21,40.1440098146229
Female,f3,33,22,0.55
Female,f3,33,23,20.609114382652077
Female,f3,34,0,16.583333333333332
Female,f3,34,1,30.309114382652076
Female,f3,34,2,23.916666666666668
Female,f3,34,3,30.583333333333332
Female,f3,34,4,16.516666666666666
Female,f3,34,5,28.716666666666665
Female,f3,34,6,33.56666666666667
Female,f3,34,7,38.24244771598541
Female,f3,34,8,42.275781049318745
Female,f3,34,9,21.4
Female,f3,34,10,12.316666666666666
Female,f3,34,11,3.6666666666666665
Female,f3,34,12,11.325781049318744
Female,f3,34,13,3.933333333333333
Female,f3,34,14,4.316666666666666
Female,f3,34,15,10.783333333333333
Female,f3,34,16,5.683333333333334
Female,f3,34,17,13.616666666666667
Female,f3,34,18,6.85
Female,f3,34,19,26.175781049318743
Female,f3,34,20,2.2333333333333334
Female,f3,34,21,8.083333333333334
Female,f3,34,22,6.616666666666666
Female,f3,34,23,9.216666666666667
Female,f3,35,0,10.433333333333334
Female,f3,35,1,33.983333333333334
Female,f3,35,2,38.60911438265207
Female,f3,35,3,24.65
Female,f3,35,4,20.616666666666667
Female,f3,35,5,5.066666666666666
Female,f3,35,6,6.15
Female,f3,35,7,1.1
Female,f3,35,8,16.166666666666668
Female,f3,35,9,23.783333333333335
Female,f3,35,10,2.216666666666667
Female,f3,35,11,10.35
Female,f3,35,12,2.566666666666667
Female,f3,35,13,8.733333333333333
Female,f3,35,14,3.95
Female,f3,35,15,22.89244771598541
Female,f3,35,16,18.65
Female,f3,35,17,1.9333333333333333
Female,f3,35,18,4.9
Female,f3,35,19,20.5
Female,f3,35,20,4.366666666666666
Female,f3,35,21,19.783333333333335
Female,f3,35,22,7.15
Female,f3,35,23,4.833333333333333
Female,f3,36,0,24.083333333333332
Female,f3,36,1,30.45
Female,f3,36,2,29.083333333333332
Female,f3,36,3,30.683333333333334
Female,f3,36,4,28.566666666666666
Female,f3,36,5,17.65
Female,f3,36,6,2.3666666666666667
Female,f3,36,7,5.25
Female,f3,36,8,13.99244771598541
Female,f3,36,9,12.35
Female,f3,36,10,3.316666666666667
Female,f3,36,11,2.4166666666666665
Female,f3,36,12,18.633333333333333
Female,f3,36,13,4.9
Female,f3,36,14,2.25
Female,f3,36,15,9.616666666666667
Female,f3,36,16,26.65
Female,f3,36,17,3.8
Female,f3,36,18,25.19244771598541
Female,f3,36,19,10.133333333333333
Female,f3,36,20,2.966666666666667
Female,f3,36,21,11.15
Female,f3,36,22,2.6666666666666665
Female,f3,36,23,12.5
Female,f3,37,0,5.95
Female,f3,37,1,27.775781049318745
Female,f3,37,2,28.383333333333333
Female,f3,37,3,23.5
Female,f3,37,4,23.7
Female,f3,37,5,25.966666666666665
Female,f3,37,6,26.283333333333335
Female,f3,37,7,14.709114382652077
Female,f3,37,8,2.3333333333333335
Female,f3,37,9,12.683333333333334
Female,f3,37,10,6.816666666666666
Female,f3,37,11,2.9166666666666665
Female,f3,37,12,7.383333333333334
Female,f3,37,13,3.933333333333333
Female,f3,37,14,9.5
Female,f3,37,15,12.883333333333333
Female,f3,37,16,13.966666666666667
Female,f3,37,17,3.8833333333333333
Female,f3,37,18,19.3
Female,f3,37,19,3.783333333333333
Female,f3,37,20,6.15
Female,f3,37,21,1.3333333333333333
Female,f3,37,22,14.133333333333333
Female,f3,37,23,4.583333333333333
Female,f3,38,0,27.716666666666665
Female,f3,38,1,23.216666666666665
Female,f3,38,2,27.059114382652076
Female,f3,38,3,20.0
Female,f3,38,4,24.166666666666668
Female,f3,38,5,24.65
Female,f3,38,6,27.55
Female,f3,38,7,23.166666666666668
Female,f3,38,8,9.133333333333333
Female,f3,38,9,12.0
Female,f3,38,10,11.35
Female,f3,38,11,6.566666666666666
Female,f3,38,12,8.616666666666667
Female,f3,38,13,12.283333333333333
Female,f3,38,14,3.8
Female,f3,38,15,6.933333333333334
Female,f3,38,16,17.333333333333332
Female,f3,38,17,4.133333333333334
Female,f3,38,18,2.4
Female,f3,38,19,4.8
Female,f3,38,20,10.666666666666666
Female,f3,38,21,2.4
Female,f3,38,22,9.55
Female,f3,38,23,3.8833333333333333
Female,f3,39,0,27.683333333333334
Female,f3,39,1,7.45
Female,f3,39,2,30.74244771598541
Female,f3,39,3,21.85
Female,f3,39,4,24.883333333333333
Female,f3,39,5,28.6
Female,f3,39,6,28.216666666666665
Female,f3,39,7,24.166666666666668
Female,f3,39,8,13.716666666666667
Female,f3,39,9,15.1
Female,f3,39,10,3.6333333333333333
Female,f3,39,11,10.75
Female,f3,39,12,6.9
Female,f3,39,13,5.766666666666667
Female,f3,39,14,14.183333333333334
Female,f3,39,15,4.2
Female,f3,39,16,7.416666666666667
Female,f3,39,17,13.7
Female,f3,39,18,16.20911438265208
Female,f3,39,19,45.26822876530415
Female,f3,39,20,39.516666666666666
Female,f3,39,21,36.56666666666667
Female,f3,39,22,3.1166666666666667
Female,f3,39,23,10.4
Female,f3,40,0,28.19244771598541
Female,f3,40,1,8.616666666666667
Female,f3,40,2,28.95
Female,f3,40,3,24.983333333333334
Female,f3,40,4,17.383333333333333
Female,f3,40,5,9.733333333333333
Female,f3,40,6,0.6833333333333333
Female,f3,40,7,21.2
Female,f3,40,8,21.233333333333334
Female,f3,40,9,24.016666666666666
Female,f3,40,10,0.45
Female,f3,40,11,7.7
Female,f3,40,12,6.866666666666666
Female,f3,40,13,2.6666666666666665
Female,f3,40,14,3.2
Female,f3,40,15,15.575781049318744
Female,f3,40,16,1.5833333333333333
Female,f3,40,17,12.85
Female,f3,40,18,25.716666666666665
Female,f3,40,19,9.366666666666667
Female,f3,40,20,2.816666666666667
Female,f3,40,21,8.3
Female,f3,40,22,19.15
Female,f3,40,23,2.5
Female,f3,41,0,20.183333333333334
Female,f3,41,1,23.566666666666666
Female,f3,41,2,29.618228765304153
Female,f3,41,3,26.666666666666668
Female,f3,41,4,21.25
Female,f3,41,5,23.45
Female,f3,41,6,23.5
Female,f3,41,7,25.483333333333334
Female,f3,41,8,23.85
Female,f3,41,9,6.85
Female,f3,41,10,2.066666666666667
Female,f3,41,11,6.066666666666666
Female,f3,41,12,3.6666666666666665
Female,f3,41,13,22.516666666666666
Female,f3,41,14,33.462238579927046
Female,f3,41,15,5.716666666666667
Female,f3,41,16,2.283333333333333
Female,f3,41,17,3.5166666666666666
Female,f3,41,18,23.183333333333334
Female,f3,41,19,1.7
Female,f3,41,20,1.7666666666666666
Female,f3,41,21,1.1666666666666667
Female,f3,41,22,8.233333333333333
Female,f3,41,23,13.566666666666666
Female,f3,42,0,22.15
Female,f3,42,1,25.783333333333335
Female,f3,42,2,27.53489543197082
Female,f3,42,3,26.45
Female,f3,42,4,21.133333333333333
Female,f3,42,5,24.89244771598541
Female,f3,42,6,20.25
Female,f3,42,7,30.033333333333335
Female,f3,42,8,26.375781049318743
Female,f3,42,9,28.49244771598541
Female,f3,42,10,3.3
Female,f3,42,11,12.35
Female,f3,42,12,3.3833333333333333
Female,f3,42,13,8.65
Female,f3,42,14,28.753124197274975
Female,f3,42,15,23.316666666666666
Female,f3,42,16,1.6166666666666667
Female,f3,42,17,2.466666666666667
Female,f3,42,18,17.35
Female,f3,42,19,12.016666666666667
Female,f3,42,20,1.35
Female,f3,42,21,1.2833333333333334
Female,f3,42,22,6.433333333333334
Female,f3,42,23,5.366666666666666
Female,f4,43,0,38.416666666666664
Female,f4,43,1,47.88333333333333
Female,f4,43,2,46.25
Female,f4,43,3,42.55
Female,f4,43,4,42.7
Female,f4,43,5,40.95
Female,f4,43,6,41.266666666666666
Female,f4,43,7,38.36666666666667
Female,f4,43,8,1.9333333333333333
Female,f4,43,9,25.166666666666668
Female,f4,43,10,1.9333333333333333
Female,f4,43,11,16.55
Female,f4,43,12,6.05
Female,f4,43,13,13.95
Female,f4,43,14,3.0
Female,f4,43,15,2.9
Female,f4,43,16,8.533333333333333
Female,f4,43,17,5.566666666666666
Female,f4,43,18,4.483333333333333
Female,f4,43,19,20.65
Female,f4,43,20,2.55
Female,f4,43,21,16.266666666666666
Female,f4,43,22,11.566666666666666
Female,f4,43,23,9.9
Female,f4,44,0,32.03333333333333
Female,f4,44,1,42.71666666666667
Female,f4,44,2,45.81666666666667
Female,f4,44,3,41.21666666666667
Female,f4,44,4,48.7
Female,f4,44,5,44.15
Female,f4,44,6,45.46666666666667
Female,f4,44,7,45.666666666666664
Female,f4,44,8,28.55
Female,f4,44,9,34.25
Female,f4,44,10,12.483333333333333
Female,f4,44,11,18.383333333333333
Female,f4,44,12,20.516666666666666
Female,f4,44,13,10.35
Female,f4,44,14,2.25
Female,f4,44,15,8.3
Female,f4,44,16,4.016666666666667
Female,f4,44,17,34.06666666666667
Female,f4,44,18,44.55223957402961
Female,f4,44,19,15.883333333333333
Female,f4,44,20,3.7666666666666666
Female,f4,44,21,17.25
Female,f4,44,22,13.733333333333333
Female,f4,44,23,4.066666666666666
Female,f4,45,0,37.583333333333336
Female,f4,45,1,52.583333333333336
Female,f4,45,2,52.6
Female,f4,45,3,53.3
Female,f4,45,4,47.2
Female,f4,45,5,41.03333333333333
Female,f4,45,6,42.28333333333333
Female,f4,45,7,19.55
Female,f4,45,8,19.55
Female,f4,45,9,13.9
Female,f4,45,10,9.633333333333333
Female,f4,45,11,14.25
Female,f4,45,12,3.4166666666666665
Female,f4,45,13,13.75
Female,f4,45,14,26.767786453681474
Female,f4,45,15,2.3333333333333335
Female,f4,45,16,2.0833333333333335
Female,f4,45,17,26.45
Female,f4,45,18,5.401119787014806
Female,f4,45,19,1.3
Female,f4,45,20,11.25
Female,f4,45,21,2.8
Female,f4,45,22,7.666666666666667
Female,f4,45,23,16.433333333333334
Female,f4,46,0,24.433333333333334
Female,f4,46,1,45.516666666666666
Female,f4,46,2,49.6
Female,f4,46,3,46.06666666666667
Female,f4,46,4,41.36666666666667
Female,f4,46,5,40.15
Female,f4,46,6,42.0
Female,f4,46,7,17.75
Female,f4,46,8,1.6166666666666667
Female,f4,46,9,19.7
Female,f4,46,10,3.4833333333333334
Female,f4,46,11,8.75
Female,f4,46,12,1.85
Female,f4,46,13,27.2
Female,f4,46,14,10.35
Female,f4,46,15,2.3833333333333333
Female,f4,46,16,9.266666666666667
Female,f4,46,17,8.183333333333334
Female,f4,46,18,5.166666666666667
Female,f4,46,19,20.033333333333335
Female,f4,46,20,5.116666666666666
Female,f4,46,21,8.416666666666666
Female,f4,46,22,22.916666666666668
Female,f4,46,23,10.95
Female,f4,47,0,49.71778645368147
Female,f4,47,1,49.71778645368147
Female,f4,47,2,48.56666666666667
Female,f4,47,3,44.1
Female,f4,47,4,44.3511197870148
Female,f4,47,5,41.55
Female,f4,47,6,40.666666666666664
Female,f4,47,7,11.266666666666667
Female,f4,47,8,9.683333333333334
Female,f4,47,9,11.1
Female,f4,47,10,10.416666666666666
Female,f4,47,11,12.666666666666666
Female,f4,47,12,8.283333333333333
Female,f4,47,13,16.15
Female,f4,47,14,1.25
Female,f4,47,15,10.916666666666666
Female,f4,47,16,34.0
Female,f4,47,17,11.216666666666667
Female,f4,47,18,3.6166666666666667
Female,f4,47,19,10.1
Female,f4,47,20,3.8666666666666667
Female,f4,47,21,17.0
Female,f4,47,22,5.533333333333333
Female,f4,47,23,10.2
Female,f4,48,0,36.88333333333333
Female,f4,48,1,46.61666666666667
Female,f4,48,2,42.18333333333333
Female,f4,48,3,47.21778645368147
Female,f4,48,4,43.03333333333333
Female,f4,48,5,48.65
Female,f4,48,6,41.266666666666666
Female,f4,48,7,27.333333333333332
Female,f4,48,8,23.0
Female,f4,48,9,19.4
Female,f4,48,10,18.7
Female,f4,48,11,22.08445312034814
Female,f4,48,12,22.251119787014808
Female,f4,48,13,5.266666666666667
Female,f4,48,14,10.933333333333334
Female,f4,48,15,13.85
Female,f4,48,16,3.466666666666667
Female,f4,48,17,3.0166666666666666
Female,f4,48,18,5.066666666666666
Female,f4,48,19,12.2
Female,f4,48,20,5.966666666666667
Female,f4,48,21,5.966666666666667
Female,f4,48,22,10.5
Female,f4,48,23,22.083333333333332
Female,f4,49,0,39.416666666666664
Female,f4,49,1,46.05
Female,f4,49,2,42.0
Female,f4,49,3,34.31666666666667
Female,f4,49,4,37.766666666666666
Female,f4,49,5,36.28333333333333
Female,f4,49,6,37.266666666666666
Female,f4,49,7,19.116666666666667
Female,f4,49,8,12.716666666666667
Female,f4,49,9,2.9166666666666665
Female,f4,49,10,10.466666666666667
Female,f4,49,11,10.116666666666667
Female,f4,49,12,41.15
Female,f4,49,13,11.1
Female,f4,49,14,14.65
Female,f4,49,15,3.1
Female,f4,49,16,10.033333333333333
Female,f4,49,17,2.35
Female,f4,49,18,8.683333333333334
Female,f4,49,19,2.7666666666666666
Female,f4,49,20,4.5
Female,f4,49,21,7.233333333333333
Female,f4,49,22,12.933333333333334
Female,f4,49,23,8.166666666666666
Female,f4,50,0,37.6011197870148
Female,f4,50,1,43.233333333333334
Female,f4,50,2,44.56666666666667
Female,f4,50,3,41.15
Female,f4,50,4,36.78333333333333
Female,f4,50,5,33.766666666666666
Female,f4,50,6,37.166666666666664
Female,f4,50,7,9.283333333333333
Female,f4,50,8,19.233333333333334
Female,f4,50,9,6.466666666666667
Female,f4,50,10,3.05
Female,f4,50,11,17.2
Female,f4,50,12,3.9833333333333334
Female,f4,50,13,17.783333333333335
Female,f4,50,14,6.4
Female,f4,50,15,17.83445312034814
Female,f4,50,16,16.466666666666665
Female,f4,50,17,37.5
Female,f4,50,18,23.533333333333335
Female,f4,50,19,1.9333333333333333
Female,f4,50,20,21.016666666666666
Female,f4,50,21,0.65
Female,f4,50,22,3.316666666666667
Female,f4,50,23,25.016666666666666
Female,f4,51,0,22.083333333333332
Female,f4,51,1,49.4
Female,f4,51,2,50.61778645368147
Female,f4,51,3,48.483333333333334
Female,f4,51,4,49.68333333333333
Female,f4,51,5,48.86666666666667
Female,f4,51,6,45.21666666666667
Female,f4,51,7,40.93333333333333
Female,f4,51,8,9.433333333333334
Female,f4,51,9,1.1333333333333333
Female,f4,51,10,16.066666666666666
Female,f4,51,11,0.8166666666666667
Female,f4,51,12,16.166666666666668
Female,f4,51,13,14.983333333333333
Female,f4,51,14,3.0833333333333335
Female,f4,51,15,3.216666666666667
Female,f4,51,16,6.333333333333333
Female,f4,51,17,1.65
Female,f4,51,18,16.2
Female,f4,51,19,3.2
Female,f4,51,20,4.95
Female,f4,51,21,14.85
Female,f4,51,22,5.616666666666666
Female,f4,51,23,13.3
Female,f4,52,0,21.1
Female,f4,52,1,50.301119787014805
Female,f4,52,2,55.18445312034814
Female,f4,52,3,53.03333333333333
Female,f4,52,4,53.35
Female,f4,52,5,52.733333333333334
Female,f4,52,6,57.33445312034814
Female,f4,52,7,48.766666666666666
Female,f4,52,8,26.333333333333332
Female,f4,52,9,18.916666666666668
Female,f4,52,10,13.633333333333333
Female,f4,52,11,10.516666666666667
Female,f4,52,12,18.466666666666665
Female,f4,52,13,9.066666666666666
Female,f4,52,14,3.3333333333333335
Female,f4,52,15,5.333333333333333
Female,f4,52,16,4.333333333333333
Female,f4,52,17,5.734453120348139
Female,f4,52,18,9.183333333333334
Female,f4,52,19,1.5666666666666667
Female,f4,52,20,4.683333333333334
Female,f4,52,21,16.266666666666666
Female,f4,52,22,3.966666666666667
Female,f4,52,23,19.817786453681475
Female,f4,53,0,31.566666666666666
Female,f4,53,1,46.233333333333334
Female,f4,53,2,44.7
Female,f4,53,3,46.45
Female,f4,53,4,46.516666666666666
Female,f4,53,5,41.55
Female,f4,53,6,32.56666666666667
Female,f4,53,7,20.95
Female,f4,53,8,16.083333333333332
Female,f4,53,9,2.683333333333333
Female,f4,53,10,13.4
Female,f4,53,11,2.716666666666667
Female,f4,53,12,20.35
Female,f4,53,13,18.283333333333335
Female,f4,53,14,5.683333333333334
Female,f4,53,15,1.95
Female,f4,53,16,4.166666666666667
Female,f4,53,17,21.05
Female,f4,53,18,2.9833333333333334
Female,f4,53,19,1.5
Female,f4,53,20,11.35
Female,f4,53,21,1.0666666666666667
Female,f4,53,22,17.35
Female,f4,53,23,7.7
Female,f4,54,0,19.566666666666666
Female,f4,54,1,45.166666666666664
Female,f4,54,2,47.634453120348134
Female,f4,54,3,43.3
Female,f4,54,4,38.583333333333336
Female,f4,54,5,36.516666666666666
Female,f4,54,6,34.13333333333333
Female,f4,54,7,13.7
Female,f4,54,8,22.3
Female,f4,54,9,7.883333333333334
Female,f4,54,10,22.483333333333334
Female,f4,54,11,3.283333333333333
Female,f4,54,12,6.016666666666667
Female,f4,54,13,17.366666666666667
Female,f4,54,14,0.5166666666666667
Female,f4,54,15,4.4
Female,f4,54,16,1.3666666666666667
